metaweight,country,EXP1,EXP2,EXP3,EXP4,AP1,AP2,AP3,AP4,EL1,EL2,POP1,POP2,POP3,POP4,POP5,POP6,expertise,antipolitics,elitism,popscale
1.112659,5,5,5,5,5,4,4,4,3,5,3,5,3,3,6,5,4,5,3.75,4,4.4000001
.5652948,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,3,4.5,5,3,5
.33481184,5,5,7,3,5,4,6,2,1,3,5,6,5,2,5,3,1,5,3.25,4,4.1999998
.7765581,5,6,7,4,6,4,4,6,6,5,5,4,5,6,4,6,6,5.75,5,5,5
.74744153,5,7,7,7,5,1,7,7,7,7,1,6,7,4,2,5,5,6.5,5.5,4,4.8000002
1.4511503,5,5,3,5,5,5,6,5,7,3,1,7,7,5,7,5,3,4.5,5.75,2,6.1999998
1.1133535,5,6,7,6,3,4,1,5,4,3,3,7,6,3,4,5,2,5.5,3.5,3,5
.13704525,5,5,7,7,5,3,1,6,3,6,4,2,1,1,5,3,3,6,3.25,5,2.4000001
1.7164928,5,5,4,2,5,5,5,7,7,4,1,7,7,7,6,7,5,4,6,2.5,6.8000002
1.0343201,5,7,7,4,6,5,6,7,7,6,2,4,1,5,7,6,7,6,6.25,4,4.5999999
1.2180367,5,7,7,6,5,5,7,7,7,4,1,7,7,7,7,7,4,6.25,6.5,2.5,7
.5652948,5,6,5,5,5,5,5,6,6,2,2,6,5,5,3,6,2,5.25,5.5,2,5
1.112659,5,7,7,3,4,1,3,5,5,5,2,5,3,2,4,4,2,5.25,3.5,3.5,3.5999999
3.3978648,5,2,2,2,3,3,3,3,3,2,2,5,5,5,4,4,4,2.25,3,2,4.5999999
1.7164928,5,4,6,5,7,5,7,6,7,6,5,7,7,7,7,7,7,5.5,6.25,5.5,7
.5652948,5,2,7,4,7,6,5,7,7,6,1,6,7,7,5,5,6,5,6.25,3.5,6
.39229232,5,7,6,7,6,6,5,6,7,4,6,5,6,3,5,7,5,6.5,6,5,5.1999998
2.0994711,5,4,7,7,7,6,5,2,7,5,2,6,5,3,5,5,2,6.25,5,3.5,4.8000002
.29440004,5,4,7,3,5,4,6,3,6,5,3,5,6,4,6,5,5,4.75,4.75,4,5.1999998
.37758359,5,7,7,6,5,4,6,7,7,2,2,6,5,3,4,5,1,6.25,6,2,4.5999999
.7252416,5,3,7,6,7,3,4,5,7,3,5,4,1,1,7,3,2,5.75,4.75,4,3.2
.58277649,5,1,1,1,1,1,3,7,7,1,1,7,7,7,7,7,7,1,4.5,1,7
.74744153,5,7,7,4,7,5,4,7,7,7,1,6,5,4,6,6,4,6.25,5.75,4,5.4000001
.37758359,5,6,5,6,7,6,3,7,7,3,1,7,7,6,7,6,6,6,5.75,2,6.5999999
.56243062,5,5,5,5,4,5,5,4,5,5,3,5,5,3,5,5,6,4.75,4.75,4,4.5999999
3.3978648,5,5,5,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4.75,4.5,4.5,4
.27128646,5,3,4,5,5,3,2,6,3,2,5,6,3,5,2,5,1,4.25,3.5,3.5,4.1999998
1.7164928,5,5,5,5,5,4,3,5,5,4,3,5,4,4,5,5,3,5,4.25,3.5,4.5999999
.74744153,5,5,6,5,5,6,5,6,6,5,2,6,5,6,6,6,6,5.25,5.75,3.5,5.8000002
2.0994711,5,5,5,5,5,5,5,7,7,5,1,7,5,6,7,6,6,5,6,3,6.1999998
1.0343201,5,5,5,3,3,4,3,5,4,5,3,4,4,4,4,4,4,4,4,4,4
1.1133535,5,6,4,7,7,5,5,7,6,6,1,7,5,4,2,5,3,6,5.75,3.5,4.5999999
.74744153,5,5,4,6,5,4,2,5,3,1,1,6,4,6,7,5,2,5,3.5,1,5.5999999
.5664550699999999,5,5,6,4,5,6,3,3,5,5,1,6,4,3,5,6,5,5,4.25,3,4.8000002
.74744153,5,6,5,4,6,6,5,5,7,5,3,6,5,6,6,6,6,5.25,5.75,4,5.8000002
1.112659,5,7,6,7,2,3,6,3,5,1,3,3,5,5,7,5,2,5.5,4.25,2,5
2.482034,5,4,7,7,7,7,1,7,7,4,1,5,5,1,5,7,5,6.25,5.5,2.5,4.5999999
.7765581,5,7,7,7,7,6,6,5,5,7,7,1,1,1,4,4,7,7,5.5,7,2.2
1.0343201,5,5,6,5,5,4,5,6,6,5,2,7,5,3,5,6,5,5.25,5.25,3.5,5.1999998
.37758359,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
.5652948,5,5,6,6,6,5,3,6,6,5,5,7,5,4,6,7,6,5.75,5,5,5.8000002
.7765581,5,7,7,7,7,7,2,2,7,7,1,7,6,7,7,7,4,7,4.5,4,6.8000002
2.5503039,5,7,7,7,7,3,6,7,7,7,3,7,2,7,2,7,6,7,5.75,5,5
.7765581,5,5,5,3,5,3,7,7,5,3,1,7,7,7,3,4,5,4.5,5.5,2,5.5999999
.58277649,5,5,7,4,5,5,2,3,3,6,5,5,2,1,6,4,1,5.25,3.25,5.5,3.5999999
.61531317,5,3,5,3,3,5,2,7,5,5,1,5,5,5,6,6,6,3.5,4.75,3,5.4000001
.74744153,5,6,7,5,6,4,7,6,7,3,1,6,5,5,3,5,5,6,6,2,4.8000002
1.0343201,5,3,5,3,4,4,3,6,7,5,4,5,5,3,3,4,4,3.75,5,4.5,4
1.2180367,5,5,5,6,2,3,2,3,5,2,1,7,7,2,5,6,5,4.5,3.25,1.5,5.4000001
.28556889,5,6,7,5,6,5,7,7,7,7,7,4,5,5,7,5,3,6,6.5,7,5.1999998
.33677256,5,5,6,6,5,3,3,6,6,2,1,7,7,2,3,5,5,5.5,4.5,1.5,4.8000002
.52250546,5,6,2,5,6,4,5,4,7,2,1,7,3,6,7,6,1,4.75,5,1.5,5.8000002
2.6191409,5,7,6,3,6,5,4,7,6,7,1,7,7,7,6,7,2,5.5,5.5,4,6.8000002
1.0343201,5,5,4,4,5,5,4,4,5,4,2,5,5,4,6,5,3,4.5,4.5,3,5
1.2180367,5,7,6,2,6,4,2,3,3,7,2,6,4,4,7,6,4,5.25,3,4.5,5.4000001
.37758359,5,4,5,5,5,4,7,3,5,7,7,5,4,4,7,7,1,4.75,4.75,7,5.4000001
.5652948,5,6,6,6,5,5,5,5,6,3,1,6,6,4,5,5,4,5.75,5.25,2,5.1999998
.7765581,5,7,7,5,7,6,6,7,7,5,1,7,6,7,7,7,5,6.5,6.5,3,6.8000002
.66665453,5,7,7,6,6,5,6,2,7,6,4,6,1,4,7,7,7,6.5,5,5,5
.74744153,5,6,7,7,6,3,3,1,5,6,3,5,2,2,2,5,6,6.5,3,4.5,3.2
2.3034377,5,5,5,3,3,5,6,7,6,6,3,6,6,6,6,5,3,4,6,4.5,5.8000002
1.2180367,5,7,7,5,6,5,4,5,4,2,1,7,5,5,6,7,5,6.25,4.5,1.5,6
.7765581,5,7,7,7,6,6,2,5,4,7,5,5,3,4,4,7,4,6.75,4.25,6,4.5999999
.7765581,5,3,7,7,7,7,6,7,7,1,1,7,5,6,7,6,4,6,6.75,1,6.1999998
.7765581,5,6,6,5,5,6,5,6,7,5,6,6,5,6,6,5,7,5.5,6,5.5,5.5999999
.39229232,5,2,6,3,4,3,2,5,7,1,5,6,5,4,4,4,2,3.75,4.25,3,4.5999999
2.6191409,5,6,6,6,6,4,4,4,6,4,3,6,6,4,6,4,4,6,4.5,3.5,5.1999998
1.112659,5,7,7,7,7,5,7,7,7,1,1,7,7,7,5,7,1,7,6.5,1,6.5999999
1.7164928,5,7,7,7,7,1,7,1,7,7,1,7,7,7,7,7,7,7,4,4,7
.7252416,5,7,5,7,5,6,7,6,7,1,7,7,7,7,7,7,7,6,6.5,4,7
.58277649,5,5,6,6,5,5,5,5,5,6,6,5,5,5,5,5,5,5.5,5,6,5
.74744153,5,4,5,2,3,5,4,7,7,2,2,7,6,7,7,7,4,3.5,5.75,2,6.8000002
.39229232,5,7,7,7,7,6,7,6,6,5,3,6,5,5,5,6,5,7,6.25,4,5.4000001
.74744153,5,7,7,7,7,7,7,7,7,2,2,7,7,7,7,6,6,7,7,2,6.8000002
2.8726091,5,3,6,5,5,5,3,3,3,5,6,5,5,7,7,7,3,4.75,3.5,5.5,6.1999998
.7765581,5,6,7,6,4,2,2,5,5,6,7,2,1,1,3,5,2,5.75,3.5,6.5,2.4000001
.7765581,5,7,2,7,1,1,1,1,7,7,1,7,7,1,7,5,1,4.25,2.5,4,5.4000001
1.7164928,5,4,4,2,4,3,5,6,6,1,1,7,6,5,5,4,4,3.5,5,1,5.4000001
.66665453,5,7,7,5,6,5,5,6,6,3,2,6,6,5,5,5,2,6.25,5.5,2.5,5.4000001
1.112659,5,5,6,6,6,5,5,5,6,5,3,5,5,4,4,5,4,5.75,5.25,4,4.5999999
2.482034,5,7,7,3,7,4,7,1,7,3,1,7,6,7,7,5,5,6,4.75,2,6.4000001
1.2180367,5,6,7,2,6,7,7,7,7,2,1,7,7,7,2,7,7,5.25,7,1.5,6
.39229232,5,1,7,5,7,7,7,7,7,7,1,7,7,7,7,7,1,5,7,4,7
1.112659,5,6,6,6,7,7,4,7,7,6,2,7,7,5,7,5,7,6.25,6.25,4,6.1999998
.7765581,5,7,7,7,7,1,7,7,7,7,7,7,7,4,1,5,4,7,5.5,7,4.8000002
.74744153,5,6,6,6,6,6,5,6,7,3,4,4,2,4,5,3,2,6,6,3.5,3.5999999
.36636886,5,6,5,4,5,5,5,5,7,2,1,5,5,6,7,7,3,5,5.5,1.5,6
.74744153,5,2,7,7,6,3,7,7,7,3,3,6,6,3,5,6,3,5.5,6,3,5.1999998
.5652948,5,1,5,7,5,5,5,7,7,5,1,7,7,7,7,7,5,4.5,6,3,7
.7765581,5,7,7,7,6,6,7,7,7,7,1,7,7,7,6,6,1,6.75,6.75,4,6.5999999
.37758359,5,3,6,3,4,3,4,5,5,5,2,5,4,3,5,5,4,4,4.25,3.5,4.4000001
.37758359,5,5,6,5,4,7,5,6,6,3,2,6,7,7,7,7,5,5,6,2.5,6.8000002
2.5503039,5,5,3,2,7,3,5,3,5,5,1,2,2,5,2,5,3,4.25,4,3,3.2
.74744153,5,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,5.5,4,7
2.2311153,5,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,7,7,7,4,5.8000002
.13704525,5,6,5,4,5,4,3,3,4,6,2,5,3,5,4,6,4,5,3.5,4,4.5999999
2.8726091,5,7,7,7,7,6,7,7,7,6,1,7,7,7,7,6,7,7,6.75,3.5,6.8000002
.74744153,5,6,6,3,6,5,3,3,5,3,3,6,3,3,4,6,3,5.25,4,3,4.4000001
.7252416,5,4,6,4,3,5,7,2,7,6,1,7,6,6,7,6,3,4.25,5.25,3.5,6.4000001
.74744153,5,7,7,7,6,5,7,5,7,6,1,6,2,3,5,7,6,6.75,6,3.5,4.5999999
1.1133535,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.25,4,4,4
.74744153,5,6,6,7,7,7,7,7,7,5,2,7,7,7,7,7,7,6.5,7,3.5,7
.7765581,5,5,7,6,5,5,5,6,7,3,5,6,4,5,5,4,5,5.75,5.75,4,4.8000002
.74744153,5,7,7,7,7,6,3,5,6,7,3,3,3,1,3,3,3,7,5,5,2.5999999
.7765581,5,6,7,7,7,6,7,7,7,5,1,7,7,7,3,6,5,6.75,6.75,3,6
.7252416,5,6,7,6,6,6,6,7,7,2,3,6,3,4,7,6,6,6.25,6.5,2.5,5.1999998
2.5503039,5,6,7,2,6,2,5,6,5,6,1,6,6,6,7,7,3,5.25,4.5,3.5,6.4000001
.7765581,5,6,3,6,4,5,3,3,5,4,4,4,3,5,5,3,3,4.75,4,4,4
.5652948,5,7,7,7,7,7,1,7,7,2,7,1,1,1,5,2,1,7,5.5,4.5,2
1.1133535,5,6,7,2,5,7,6,7,7,6,2,7,7,7,7,7,5,5,6.75,4,7
.39229232,5,3,6,5,4,3,1,4,6,3,3,5,2,5,6,6,4,4.5,3.5,3,4.8000002
.39229232,5,7,7,1,7,1,7,7,7,5,1,7,7,7,1,7,4,5.5,5.5,3,5.8000002
2.8726091,5,3,7,7,7,7,7,7,7,1,1,7,6,7,7,7,7,6,7,1,6.8000002
.37758359,5,2,7,2,6,7,7,6,7,1,1,7,7,6,7,6,4,4.25,6.75,1,6.5999999
.29440004,5,7,7,7,7,6,7,7,7,2,1,7,5,6,7,7,7,7,6.75,1.5,6.4000001
1.1133535,5,6,7,6,5,5,7,4,7,4,2,5,3,5,5,6,4,6,5.75,3,4.8000002
.7765581,5,6,6,5,5,5,5,5,5,6,2,5,5,5,3,5,5,5.5,5,4,4.5999999
1.7164928,5,5,5,4,4,4,4,4,3,4,4,6,5,6,7,6,6,4.5,3.75,4,6
.5652948,5,3,6,6,7,6,6,6,6,7,1,6,2,3,2,6,2,5.5,6,4,3.8
.74744153,5,7,6,7,2,7,7,7,7,2,7,7,7,7,7,7,7,5.5,7,4.5,7
2.8726091,5,5,6,5,5,5,5,3,5,3,2,6,6,3,5,6,3,5.25,4.5,2.5,5.1999998
.7252416,5,7,7,7,6,7,6,6,7,1,1,7,7,7,6,7,3,6.75,6.5,1,6.8000002
.7765581,5,6,7,6,5,5,4,5,5,5,1,5,5,3,5,5,2,6,4.75,3,4.5999999
2.8726091,5,5,4,5,5,5,5,5,6,5,4,5,3,4,5,5,5,4.75,5.25,4.5,4.4000001
.58277649,5,7,5,5,5,2,7,6,3,6,2,3,5,5,5,3,5,5.5,4.5,4,4.1999998
.61531317,5,4,4,4,5,5,4,5,3,4,5,5,4,5,5,5,5,4.25,4.25,4.5,4.8000002
.5652948,5,6,5,3,6,4,4,5,5,4,6,7,5,5,7,7,5,5,4.5,5,6.1999998
.37758359,5,7,6,7,6,5,7,7,7,7,1,7,7,4,1,7,7,6.5,6.5,4,5.1999998
1.112659,5,5,7,5,2,5,7,7,7,1,2,5,3,3,2,5,3,4.75,6.5,1.5,3.5999999
2.8726091,5,7,7,7,7,7,7,6,7,7,6,7,6,3,7,6,5,7,6.75,6.5,5.8000002
.66665453,5,7,7,7,3,7,3,5,4,3,1,7,1,7,6,4,1,6,4.75,2,5
.7765581,5,6,6,5,7,4,7,7,7,5,4,6,6,7,7,7,4,6,6.25,4.5,6.5999999
1.2180367,5,5,5,5,5,4,5,3,6,4,1,7,6,5,5,6,3,5,4.5,2.5,5.8000002
.5652948,5,1,5,4,3,5,4,4,4,1,1,3,3,3,4,4,4,3.25,4.25,1,3.4000001
.7252416,5,5,6,6,6,5,3,3,7,5,1,6,7,5,6,6,2,5.75,4.5,3,6
.74744153,5,6,6,5,6,6,4,5,6,6,3,6,5,6,5,6,6,5.75,5.25,4.5,5.5999999
.58277649,5,4,7,5,5,5,4,5,4,3,3,7,5,5,5,4,4,5.25,4.5,3,5.1999998
.74744153,5,6,6,6,7,7,7,5,7,6,1,7,7,7,7,7,7,6.25,6.5,3.5,7
3.3978648,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5
.5652948,5,5,4,5,3,5,5,6,5,3,5,4,5,5,5,6,5,4.25,5.25,4,5
.58277649,5,2,7,3,6,2,7,7,7,6,7,7,7,6,5,7,7,4.5,5.75,6.5,6.4000001
2.482034,5,7,7,7,7,3,7,7,7,7,7,7,7,7,5,7,7,7,6,7,6.5999999
.7765581,5,5,2,6,3,2,1,2,2,4,1,7,5,5,5,5,1,4,1.75,2.5,5.4000001
.27128646,5,7,7,5,7,4,2,4,5,6,2,6,5,5,5,7,7,6.5,3.75,4,5.5999999
.7252416,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5.25,5.25,5,5
.7765581,5,6,4,4,6,6,6,4,6,4,1,7,7,6,4,6,4,5,5.5,2.5,6
.7765581,5,6,7,6,6,5,6,7,7,7,1,7,3,7,5,6,3,6.25,6.25,4,5.5999999
.27128646,5,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4.25,4.75,4.5,4
.7765581,5,7,7,7,6,5,5,3,7,7,3,5,1,1,7,7,1,6.75,5,5,4.1999998
1.2180367,5,4,4,4,5,3,5,3,5,4,4,3,5,5,5,3,5,4.25,4,4,4.1999998
.5652948,5,3,6,3,5,5,4,7,5,3,1,6,6,5,4,5,3,4.25,5.25,2,5.1999998
.7252416,5,3,3,4,3,4,4,4,3,3,4,5,3,5,5,5,5,3.25,3.75,3.5,4.5999999
1.2180367,5,7,7,3,7,5,4,3,7,3,5,6,5,5,7,7,7,6,4.75,4,6
.5652948,5,6,6,5,6,6,6,5,6,5,7,6,5,5,5,6,6,5.75,5.75,6,5.4000001
.7765581,5,6,7,7,7,5,4,6,6,5,2,6,5,5,7,6,6,6.75,5.25,3.5,5.8000002
2.482034,5,6,6,5,5,6,5,5,6,4,2,6,5,5,5,5,6,5.5,5.5,3,5.1999998
.7252416,5,7,7,6,6,5,5,6,6,6,5,6,5,6,6,6,6,6.5,5.5,5.5,5.8000002
.7765581,5,3,7,7,6,6,7,6,7,2,1,7,6,7,7,6,3,5.75,6.5,1.5,6.5999999
.74744153,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
.7252416,5,5,5,5,3,5,5,5,5,3,3,5,5,4,5,5,6,4.5,5,3,4.8000002
1.1133535,5,6,7,5,7,5,3,6,5,3,5,6,7,4,4,5,2,6.25,4.75,4,5.1999998
.5664550699999999,5,6,7,7,5,3,1,1,5,7,2,7,3,2,7,7,7,6.25,2.5,4.5,5.1999998
.37758359,5,7,7,5,6,6,7,7,7,5,1,7,6,7,5,5,5,6.25,6.75,3,6
.74744153,5,5,3,3,6,4,6,2,7,4,2,7,5,4,7,6,6,4.25,4.75,3,5.8000002
.39229232,5,6,5,4,5,1,1,3,7,5,1,5,3,6,3,5,7,5,3,3,4.4000001
1.0343201,5,5,5,4,6,3,3,5,6,6,3,5,7,2,7,7,2,5,4.25,4.5,5.5999999
.7765581,5,5,7,4,2,2,7,6,7,7,4,6,6,2,2,4,1,4.5,5.5,5.5,4
.37758359,5,7,7,6,7,5,5,4,6,4,2,6,5,6,6,7,5,6.75,5,3,6
1.288332,5,6,5,6,6,5,6,6,7,6,6,5,6,6,6,6,5,5.75,6,6,5.8000002
.7765581,5,7,7,7,5,2,7,7,7,2,6,7,6,7,6,7,4,6.5,5.75,4,6.5999999
.5652948,5,3,7,7,5,2,7,7,7,2,3,7,2,2,1,2,1,5.5,5.75,2.5,2.8
.58277649,5,5,7,4,7,3,5,1,5,7,2,6,5,5,1,2,1,5.75,3.5,4.5,3.8
.58277649,5,7,7,7,6,5,2,7,7,5,2,7,4,2,4,5,6,6.75,5.25,3.5,4.4000001
.7765581,5,3,7,4,4,4,7,4,4,4,3,4,4,3,4,4,4,4.5,4.75,3.5,3.8
1.2180367,5,7,7,6,4,7,5,5,7,1,1,7,7,6,7,7,7,6,6,1,6.8000002
1.112659,5,6,6,3,6,3,5,6,7,5,1,6,5,6,5,6,5,5.25,5.25,3,5.5999999
.39229232,5,6,6,7,6,2,4,6,6,2,2,4,2,4,5,6,2,6.25,4.5,2,4.1999998
.66665453,5,6,6,7,5,5,4,6,5,6,2,7,6,5,7,6,6,6,5,4,6.1999998
1.1133535,5,5,6,5,5,2,3,5,5,5,5,3,3,2,6,5,2,5.25,3.75,5,3.8
.74744153,5,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,4,7
1.1133535,5,5,4,5,4,3,4,4,4,6,1,4,4,1,5,4,2,4.5,3.75,3.5,3.5999999
1.0343201,5,7,5,1,7,5,6,7,7,1,1,7,7,7,7,7,3,5,6.25,1,7
2.6191409,5,5,4,4,4,4,6,2,4,4,2,7,4,5,4,4,4,4.25,4,3,4.8000002
.5652948,5,5,4,3,4,4,5,4,5,5,3,4,4,5,5,5,4,4,4.5,4,4.5999999
.58277649,5,3,6,5,3,4,5,6,5,4,3,5,5,6,5,5,4,4.25,5,3.5,5.1999998
1.0343201,5,7,7,1,6,6,6,6,7,2,1,7,7,7,7,7,4,5.25,6.25,1.5,7
.66665453,5,3,3,3,4,3,6,6,5,5,2,6,6,6,4,3,5,3.25,5,3.5,5
.74744153,5,4,7,6,6,5,5,6,6,3,5,5,3,3,3,4,5,5.75,5.5,4,3.5999999
.33677256,5,7,7,6,7,7,5,5,6,6,3,6,2,1,6,2,4,6.75,5.75,4.5,3.4000001
1.112659,5,5,4,4,4,4,5,6,5,5,5,7,5,6,6,6,4,4.25,5,5,6
2.8726091,5,3,5,3,5,5,6,4,7,3,1,7,6,6,7,7,5,4,5.5,2,6.5999999
.28556889,5,5,5,7,7,5,7,7,7,1,1,7,7,7,6,5,6,6,6.5,1,6.4000001
.7765581,5,6,5,6,6,3,3,3,3,3,3,6,6,3,6,6,5,5.75,3,3,5.4000001
.74744153,5,5,5,5,6,7,5,5,6,3,2,5,5,4,7,5,5,5.25,5.75,2.5,5.1999998
.5652948,5,6,6,6,4,1,4,5,7,1,1,5,5,4,4,5,4,5.5,4.25,1,4.5999999
.74744153,5,4,5,5,5,5,4,5,5,4,4,4,4,4,4,5,4,4.75,4.75,4,4.1999998
.5652948,5,6,7,4,7,5,2,2,7,5,3,5,3,5,7,6,5,6,4,4,5.1999998
.7765581,5,6,2,2,3,3,7,2,3,2,2,2,2,3,4,4,2,3.25,3.75,2,3
.74744153,5,5,5,3,5,5,4,4,5,5,4,3,4,3,5,4,3,4.5,4.5,4.5,3.8
.5652948,5,5,7,1,6,3,5,3,7,3,2,5,4,3,5,4,4,4.75,4.5,2.5,4.1999998
.39229232,5,6,6,6,7,6,6,6,7,6,2,7,7,7,7,5,3,6.25,6.25,4,6.5999999
1.112659,5,7,7,7,7,7,7,4,7,1,7,5,1,4,4,7,7,7,6.25,4,4.1999998
.7765581,5,5,7,6,5,4,7,7,7,7,3,5,3,5,7,6,7,5.75,6.25,5,5.1999998
1.0343201,5,1,7,5,6,6,4,3,6,2,3,5,6,3,6,5,5,4.75,4.75,2.5,5
1.0343201,5,6,3,2,5,4,4,3,4,6,3,6,3,4,6,5,3,4,3.75,4.5,4.8000002
2.6191409,5,7,7,4,7,7,1,1,7,1,1,7,7,1,7,1,4,6.25,4,1,4.5999999
2.8726091,5,7,7,5,6,2,6,4,7,6,3,7,7,7,7,7,7,6.25,4.75,4.5,7
1.0343201,5,3,5,5,5,3,5,6,6,2,1,6,3,3,5,5,3,4.5,5,1.5,4.4000001
.46296158,5,2,2,4,2,6,6,6,6,3,3,2,3,2,2,2,6,2.5,6,3,2.2
.7765581,5,6,6,6,7,6,7,6,7,3,2,7,6,6,6,7,6,6.25,6.5,2.5,6.4000001
1.2180367,5,6,6,3,6,6,6,6,7,5,3,6,2,2,6,7,5,5.25,6.25,4,4.5999999
.74744153,5,4,5,5,5,4,3,4,5,4,5,5,4,3,5,4,1,4.75,4,4.5,4.1999998
1.4511503,5,7,6,4,5,3,2,3,5,6,5,6,2,6,6,7,1,5.5,3.25,5.5,5.4000001
1.7164928,5,7,6,5,6,6,6,6,7,6,1,5,2,3,3,7,7,6,6.25,3.5,4
2.0994711,5,6,7,4,6,3,4,6,3,5,1,6,5,1,6,6,1,5.75,4,3,4.8000002
.7765581,5,7,7,6,6,6,4,6,6,6,4,6,5,2,5,6,4,6.5,5.5,5,4.8000002
.7765581,5,6,5,2,2,2,3,5,6,2,2,6,6,6,6,6,6,3.75,4,2,6
.39229232,5,6,7,5,5,7,7,7,6,5,1,7,7,7,7,7,2,5.75,6.75,3,7
.39229232,5,6,7,7,5,7,7,6,7,3,7,7,6,7,7,7,7,6.25,6.75,5,6.8000002
1.7164928,5,6,6,5,7,5,7,7,7,7,6,6,6,6,4,6,5,6,6.5,6.5,5.5999999
.27128646,5,7,7,7,5,5,4,7,7,3,2,7,6,6,7,7,1,6.5,5.75,2.5,6.5999999
1.1133535,5,3,5,4,6,3,7,1,7,6,1,6,2,7,7,6,2,4.5,4.5,3.5,5.5999999
1.112659,5,7,7,5,6,7,7,7,7,6,1,7,7,7,6,7,5,6.25,7,3.5,6.8000002
.7765581,5,6,7,6,3,3,3,6,7,6,6,2,2,3,7,6,6,5.5,4.75,6,4
.28556889,5,4,7,7,7,4,7,7,7,7,1,7,7,7,7,7,1,6.25,6.25,4,7
.58277649,5,6,7,6,3,3,6,6,7,2,6,6,6,7,5,6,4,5.5,5.5,4,6
.5652948,5,5,5,5,6,5,5,5,6,5,3,6,4,5,4,5,3,5.25,5.25,4,4.8000002
.74744153,5,6,5,5,6,6,4,6,5,5,3,5,5,2,2,2,3,5.5,5.25,4,3.2
.7765581,5,3,1,2,1,1,7,7,7,2,1,7,3,7,7,5,1,1.75,5.5,1.5,5.8000002
2.0994711,5,5,7,6,5,7,7,6,5,3,4,5,5,5,6,6,1,5.75,6.25,3.5,5.4000001
.27128646,5,5,6,4,5,4,6,6,6,5,6,6,5,6,3,6,5,5,5.5,5.5,5.1999998
.74744153,5,5,5,5,4,4,5,4,6,2,1,6,6,4,3,5,4,4.75,4.75,1.5,4.8000002
.66665453,5,2,4,4,5,4,4,5,5,4,4,4,4,5,5,4,5,3.75,4.5,4,4.4000001
1.0343201,5,2,6,2,5,2,3,2,4,5,5,4,2,3,5,6,2,3.75,2.75,5,4
.7252416,5,3,5,2,6,6,3,2,5,6,7,6,3,6,2,5,3,4,4,6.5,4.4000001
.74744153,5,7,7,7,6,6,4,3,6,2,1,7,3,4,4,5,7,6.75,4.75,1.5,4.5999999
1.288332,5,4,7,7,7,4,4,5,4,6,1,6,4,6,6,6,1,6.25,4.25,3.5,5.5999999
.5652948,5,6,7,6,7,6,3,5,6,6,2,6,5,5,6,2,3,6.5,5,4,4.8000002
.74744153,5,5,7,4,6,5,6,6,7,3,5,5,7,6,6,5,5,5.5,6,4,5.8000002
.37758359,5,7,7,7,7,1,7,1,7,7,1,7,1,7,7,7,1,7,4,4,5.8000002
.58277649,5,7,7,7,6,5,3,6,5,5,7,4,3,5,5,6,6,6.75,4.75,6,4.5999999
.74744153,5,5,7,6,6,6,6,7,7,2,6,5,6,5,3,5,3,6,6.5,4,4.8000002
.58277649,5,6,7,5,6,6,5,2,6,2,3,6,6,5,5,6,2,6,4.75,2.5,5.5999999
1.4511503,5,6,7,7,7,7,7,7,7,6,6,1,1,2,7,7,1,6.75,7,6,3.5999999
.37758359,5,4,5,4,4,4,6,5,6,4,1,7,5,6,4,5,3,4.25,5.25,2.5,5.4000001
.37758359,5,7,7,6,5,4,7,7,7,1,1,7,6,6,4,7,1,6.25,6.25,1,6
.37758359,5,6,6,6,6,5,5,6,6,5,6,6,4,3,6,5,5,6,5.5,5.5,4.8000002
1.112659,5,3,7,7,4,6,7,7,7,1,1,5,5,3,2,3,2,5.25,6.75,1,3.5999999
.36636886,5,5,7,6,6,7,6,6,7,6,1,7,7,7,6,7,7,6,6.5,3.5,6.8000002
.58277649,5,1,7,6,6,7,6,6,7,6,1,7,2,1,6,3,1,5,6.5,3.5,3.8
.74744153,5,6,6,5,6,5,6,6,6,3,2,6,5,6,2,6,7,5.75,5.75,2.5,5
1.1133535,5,7,7,5,6,4,5,4,6,7,1,6,4,1,4,6,3,6.25,4.75,4,4.1999998
2.5503039,5,7,7,5,5,5,5,7,7,7,1,7,6,7,1,7,7,6,6,4,5.5999999
.74744153,5,4,5,4,5,4,5,5,5,5,2,5,5,5,4,5,3,4.5,4.75,3.5,4.8000002
.7252416,5,7,7,6,7,6,2,4,6,3,7,1,1,2,7,1,1,6.75,4.5,5,2.4000001
.39229232,5,6,7,7,7,7,7,7,7,6,1,7,7,3,7,7,2,6.75,7,3.5,6.1999998
1.4511503,5,7,7,4,5,7,7,3,7,3,1,7,6,7,5,5,4,5.75,6,2,6
.5652948,5,7,7,7,6,6,7,7,7,1,1,7,5,7,7,7,7,6.75,6.75,1,6.5999999
